Day,High(°F),Low(°F),Precip.month(inch),Precip.year(inch),Snowmonth(inch),Snowyear(inch),State,Precip.(inch),Snow(inch),Snowdepth(inch)
14 mar,64.3,41.8,2.32,12.05,0.31,1.89,Climate Addison - Alabama,NA,NA,NA
15 mar,64.7,42,2.48,12.2,0.31,1.89,Climate Addison - Alabama,NA,NA,NA
16 mar,65,42.2,2.68,12.4,0.31,1.89,Climate Addison - Alabama,NA,NA,NA
17 mar,65.3,42.4,2.83,12.56,0.39,2.01,Climate Addison - Alabama,NA,NA,NA
18 mar,65.6,42.6,2.99,12.72,0.39,2.01,Climate Addison - Alabama,NA,NA,NA
19 mar,65.9,42.8,3.19,12.91,0.39,2.01,Climate Addison - Alabama,NA,NA,NA
20 mar,66.2,43.1,3.35,13.07,0.39,2.01,Climate Addison - Alabama,NA,NA,NA
21 mar,66.5,43.3,3.5,13.23,0.39,2.01,Climate Addison - Alabama,NA,NA,NA
22 mar,66.8,43.5,3.66,13.39,0.39,2.01,Climate Addison - Alabama,NA,NA,NA
23 mar,67.1,43.7,3.86,13.58,0.39,2.01,Climate Addison - Alabama,NA,NA,NA
24 mar,67.4,43.9,4.02,13.74,0.51,2.09,Climate Addison - Alabama,NA,NA,NA
25 mar,67.7,44.2,4.17,13.9,0.51,2.09,Climate Addison - Alabama,NA,NA,NA
26 mar,68,44.4,4.37,14.09,0.51,2.09,Climate Addison - Alabama,NA,NA,NA
27 mar,68.3,44.6,4.53,14.25,0.51,2.09,Climate Addison - Alabama,NA,NA,NA
28 mar,68.6,44.8,4.69,14.45,0.51,2.09,Climate Addison - Alabama,NA,NA,NA
29 mar,68.9,45.1,4.88,14.61,0.51,2.09,Climate Addison - Alabama,NA,NA,NA
30 mar,69.1,45.3,5.04,14.76,0.51,2.09,Climate Addison - Alabama,NA,NA,NA
31 mar,69.4,45.6,5.2,14.92,0.51,2.09,Climate Addison - Alabama,NA,NA,NA
1 apr,69.7,45.8,0.16,15.12,0,2.09,Climate Addison - Alabama,NA,NA,NA
2 apr,70,46.1,0.31,15.24,0,2.09,Climate Addison - Alabama,NA,NA,NA
3 apr,70.3,46.3,0.43,15.39,0,2.09,Climate Addison - Alabama,NA,NA,NA
4 apr,70.6,46.6,0.59,15.51,0,2.09,Climate Addison - Alabama,NA,NA,NA
5 apr,70.8,46.8,0.75,15.67,0,2.09,Climate Addison - Alabama,NA,NA,NA
6 apr,71.1,47.1,0.87,15.83,0,2.09,Climate Addison - Alabama,NA,NA,NA
7 apr,71.4,47.4,1.02,15.98,0,2.09,Climate Addison - Alabama,NA,NA,NA
8 apr,71.7,47.7,1.18,16.1,0,2.09,Climate Addison - Alabama,NA,NA,NA
9 apr,71.9,48,1.34,16.26,0,2.09,Climate Addison - Alabama,NA,NA,NA
10 apr,72.2,48.2,1.46,16.42,0,2.09,Climate Addison - Alabama,NA,NA,NA
11 apr,72.5,48.5,1.61,16.57,0,2.09,Climate Addison - Alabama,NA,NA,NA
12 apr,72.7,48.8,1.77,16.69,0,2.09,Climate Addison - Alabama,NA,NA,NA
13 apr,73,49.1,1.89,16.85,0,2.09,Climate Addison - Alabama,NA,NA,NA
14 apr,73.3,49.4,2.05,16.97,0,2.09,Climate Addison - Alabama,NA,NA,NA
15 apr,73.5,49.7,2.17,17.13,0,2.09,Climate Addison - Alabama,NA,NA,NA
16 apr,73.8,50.1,2.28,17.24,0,2.09,Climate Addison - Alabama,NA,NA,NA
17 apr,74,50.4,2.44,17.36,0,2.09,Climate Addison - Alabama,NA,NA,NA
18 apr,74.3,50.7,2.56,17.52,0,2.09,Climate Addison - Alabama,NA,NA,NA
19 apr,74.6,51,2.72,17.64,0,2.09,Climate Addison - Alabama,NA,NA,NA
20 apr,74.8,51.3,2.83,17.8,0,2.09,Climate Addison - Alabama,NA,NA,NA
21 apr,75.1,51.6,2.99,17.91,0,2.09,Climate Addison - Alabama,NA,NA,NA
22 apr,75.3,52,3.15,18.07,0,2.09,Climate Addison - Alabama,NA,NA,NA
23 apr,75.6,52.3,3.27,18.23,0,2.09,Climate Addison - Alabama,NA,NA,NA
24 apr,75.8,52.6,3.43,18.35,0,2.09,Climate Addison - Alabama,NA,NA,NA
25 apr,76.1,52.9,3.58,18.5,0,2.09,Climate Addison - Alabama,NA,NA,NA
26 apr,76.3,53.2,3.7,18.66,0,2.09,Climate Addison - Alabama,NA,NA,NA
27 apr,76.6,53.6,3.86,18.82,0,2.09,Climate Addison - Alabama,NA,NA,NA
28 apr,76.8,53.9,4.02,18.98,0,2.09,Climate Addison - Alabama,NA,NA,NA
29 apr,77.1,54.2,4.17,19.09,0,2.09,Climate Addison - Alabama,NA,NA,NA
30 apr,77.3,54.5,4.33,19.25,0,2.09,Climate Addison - Alabama,NA,NA,NA
1 may,77.6,54.8,0.2,19.45,0,2.09,Climate Addison - Alabama,NA,NA,NA
2 may,77.8,55.2,0.35,19.61,0,2.09,Climate Addison - Alabama,NA,NA,NA
3 may,78.1,55.5,0.51,19.8,0,2.09,Climate Addison - Alabama,NA,NA,NA
4 may,78.3,55.8,0.71,19.96,0,2.09,Climate Addison - Alabama,NA,NA,NA
5 may,78.6,56.1,0.87,20.16,0,2.09,Climate Addison - Alabama,NA,NA,NA
6 may,78.8,56.4,1.06,20.31,0,2.09,Climate Addison - Alabama,NA,NA,NA
7 may,79,56.7,1.22,20.47,0,2.09,Climate Addison - Alabama,NA,NA,NA
8 may,79.3,57,1.38,20.67,0,2.09,Climate Addison - Alabama,NA,NA,NA
9 may,79.5,57.3,1.57,20.83,0,2.09,Climate Addison - Alabama,NA,NA,NA
10 may,79.8,57.6,1.73,20.98,0,2.09,Climate Addison - Alabama,NA,NA,NA
11 may,80,57.9,1.89,21.14,0,2.09,Climate Addison - Alabama,NA,NA,NA
12 may,80.3,58.2,2.09,21.34,0,2.09,Climate Addison - Alabama,NA,NA,NA
13 may,80.5,58.5,2.24,21.5,0,2.09,Climate Addison - Alabama,NA,NA,NA
14 may,80.8,58.8,2.44,21.69,0,2.09,Climate Addison - Alabama,NA,NA,NA
15 may,81,59.1,2.6,21.85,0,2.09,Climate Addison - Alabama,NA,NA,NA
16 may,81.3,59.4,2.8,22.05,0,2.09,Climate Addison - Alabama,NA,NA,NA
17 may,81.5,59.7,2.95,22.2,0,2.09,Climate Addison - Alabama,NA,NA,NA
18 may,81.8,59.9,3.11,22.36,0,2.09,Climate Addison - Alabama,NA,NA,NA
19 may,82,60.2,3.27,22.56,0,2.09,Climate Addison - Alabama,NA,NA,NA
20 may,82.3,60.5,3.43,22.72,0,2.09,Climate Addison - Alabama,NA,NA,NA
21 may,82.5,60.8,3.58,22.83,0,2.09,Climate Addison - Alabama,NA,NA,NA
22 may,82.8,61.1,3.74,22.99,0,2.09,Climate Addison - Alabama,NA,NA,NA
23 may,83.1,61.3,3.9,23.15,0,2.09,Climate Addison - Alabama,NA,NA,NA
24 may,83.3,61.6,4.06,23.31,0,2.09,Climate Addison - Alabama,NA,NA,NA
25 may,83.6,61.9,4.21,23.46,0,2.09,Climate Addison - Alabama,NA,NA,NA
26 may,83.8,62.1,4.33,23.62,0,2.09,Climate Addison - Alabama,NA,NA,NA
27 may,84.1,62.4,4.49,23.78,0,2.09,Climate Addison - Alabama,NA,NA,NA
28 may,84.3,62.7,4.65,23.9,0,2.09,Climate Addison - Alabama,NA,NA,NA
29 may,84.6,63,4.8,24.06,0,2.09,Climate Addison - Alabama,NA,NA,NA
30 may,84.8,63.2,4.96,24.21,0,2.09,Climate Addison - Alabama,NA,NA,NA
31 may,85.1,63.5,5.12,24.37,0,2.09,Climate Addison - Alabama,NA,NA,NA
1 jun,85.3,63.8,0.16,24.53,0,2.09,Climate Addison - Alabama,NA,NA,NA
2 jun,85.6,64,0.31,24.69,0,2.09,Climate Addison - Alabama,NA,NA,NA
3 jun,85.8,64.3,0.43,24.8,0,2.09,Climate Addison - Alabama,NA,NA,NA
4 jun,86,64.5,0.59,24.96,0,2.09,Climate Addison - Alabama,NA,NA,NA
5 jun,86.3,64.8,0.71,25.08,0,2.09,Climate Addison - Alabama,NA,NA,NA
6 jun,86.5,65,0.87,25.24,0,2.09,Climate Addison - Alabama,NA,NA,NA
7 jun,86.7,65.3,0.98,25.35,0,2.09,Climate Addison - Alabama,NA,NA,NA
8 jun,86.9,65.5,1.14,25.51,0,2.09,Climate Addison - Alabama,NA,NA,NA
9 jun,87.2,65.8,1.3,25.67,0,2.09,Climate Addison - Alabama,NA,NA,NA
10 jun,87.4,66,1.42,25.79,0,2.09,Climate Addison - Alabama,NA,NA,NA
11 jun,87.6,66.3,1.57,25.94,0,2.09,Climate Addison - Alabama,NA,NA,NA
12 jun,87.8,66.5,1.69,26.06,0,2.09,Climate Addison - Alabama,NA,NA,NA
13 jun,88,66.7,1.81,26.18,0,2.09,Climate Addison - Alabama,NA,NA,NA
14 jun,88.2,67,1.97,26.34,0,2.09,Climate Addison - Alabama,NA,NA,NA
15 jun,88.4,67.2,2.13,26.5,0,2.09,Climate Addison - Alabama,NA,NA,NA
16 jun,88.5,67.4,2.24,26.61,0,2.09,Climate Addison - Alabama,NA,NA,NA
17 jun,88.7,67.6,2.4,26.77,0,2.09,Climate Addison - Alabama,NA,NA,NA
18 jun,88.9,67.8,2.56,26.93,0,2.09,Climate Addison - Alabama,NA,NA,NA
19 jun,89,68,2.68,27.05,0,2.09,Climate Addison - Alabama,NA,NA,NA
20 jun,89.2,68.2,2.83,27.2,0,2.09,Climate Addison - Alabama,NA,NA,NA
21 jun,89.3,68.4,2.95,27.32,0,2.09,Climate Addison - Alabama,NA,NA,NA
22 jun,89.4,68.6,3.11,27.48,0,2.09,Climate Addison - Alabama,NA,NA,NA
23 jun,89.6,68.8,3.27,27.64,0,2.09,Climate Addison - Alabama,NA,NA,NA
24 jun,89.7,68.9,3.43,27.8,0,2.09,Climate Addison - Alabama,NA,NA,NA
25 jun,89.8,69.1,3.54,27.91,0,2.09,Climate Addison - Alabama,NA,NA,NA
26 jun,89.9,69.2,3.7,28.07,0,2.09,Climate Addison - Alabama,NA,NA,NA
27 jun,90,69.4,3.86,28.23,0,2.09,Climate Addison - Alabama,NA,NA,NA
28 jun,90.1,69.5,4.02,28.39,0,2.09,Climate Addison - Alabama,NA,NA,NA
29 jun,90.2,69.6,4.13,28.5,0,2.09,Climate Addison - Alabama,NA,NA,NA
30 jun,90.2,69.7,4.29,28.66,0,2.09,Climate Addison - Alabama,NA,NA,NA
1 jul,90.3,69.8,0.16,28.82,0,2.09,Climate Addison - Alabama,NA,NA,NA
2 jul,90.3,69.9,0.28,28.94,0,2.09,Climate Addison - Alabama,NA,NA,NA
3 jul,90.4,70,0.43,29.09,0,2.09,Climate Addison - Alabama,NA,NA,NA
4 jul,90.4,70.1,0.59,29.25,0,2.09,Climate Addison - Alabama,NA,NA,NA
5 jul,90.5,70.2,0.71,29.37,0,2.09,Climate Addison - Alabama,NA,NA,NA
6 jul,90.5,70.3,0.87,29.53,0,2.09,Climate Addison - Alabama,NA,NA,NA
7 jul,90.6,70.3,0.98,29.65,0,2.09,Climate Addison - Alabama,NA,NA,NA
8 jul,90.6,70.4,1.14,29.8,0,2.09,Climate Addison - Alabama,NA,NA,NA
9 jul,90.6,70.4,1.3,29.92,0,2.09,Climate Addison - Alabama,NA,NA,NA
10 jul,90.6,70.5,1.42,30.08,0,2.09,Climate Addison - Alabama,NA,NA,NA
11 jul,90.7,70.5,1.57,30.24,0,2.09,Climate Addison - Alabama,NA,NA,NA
12 jul,90.7,70.5,1.69,30.35,0,2.09,Climate Addison - Alabama,NA,NA,NA
13 jul,90.7,70.5,1.85,30.51,0,2.09,Climate Addison - Alabama,NA,NA,NA
14 jul,90.7,70.6,1.97,30.63,0,2.09,Climate Addison - Alabama,NA,NA,NA
15 jul,90.7,70.6,2.09,30.75,0,2.09,Climate Addison - Alabama,NA,NA,NA
16 jul,90.7,70.6,2.24,30.91,0,2.09,Climate Addison - Alabama,NA,NA,NA
17 jul,90.7,70.6,2.36,31.02,0,2.09,Climate Addison - Alabama,NA,NA,NA
18 jul,90.7,70.6,2.48,31.14,0,2.09,Climate Addison - Alabama,NA,NA,NA
19 jul,90.8,70.6,2.64,31.3,0,2.09,Climate Addison - Alabama,NA,NA,NA
20 jul,90.8,70.6,2.76,31.42,0,2.09,Climate Addison - Alabama,NA,NA,NA
21 jul,90.8,70.5,2.87,31.54,0,2.09,Climate Addison - Alabama,NA,NA,NA
22 jul,90.8,70.5,2.99,31.65,0,2.09,Climate Addison - Alabama,NA,NA,NA
23 jul,90.8,70.5,3.11,31.77,0,2.09,Climate Addison - Alabama,NA,NA,NA
24 jul,90.8,70.5,3.23,31.89,0,2.09,Climate Addison - Alabama,NA,NA,NA
25 jul,90.8,70.5,3.35,32.01,0,2.09,Climate Addison - Alabama,NA,NA,NA
26 jul,90.9,70.5,3.46,32.13,0,2.09,Climate Addison - Alabama,NA,NA,NA
27 jul,90.9,70.4,3.58,32.24,0,2.09,Climate Addison - Alabama,NA,NA,NA
28 jul,90.9,70.4,3.7,32.36,0,2.09,Climate Addison - Alabama,NA,NA,NA
29 jul,90.9,70.4,3.82,32.48,0,2.09,Climate Addison - Alabama,NA,NA,NA
30 jul,91,70.4,3.94,32.6,0,2.09,Climate Addison - Alabama,NA,NA,NA
31 jul,91,70.3,4.06,32.72,0,2.09,Climate Addison - Alabama,NA,NA,NA
1 aug,91,70.3,0.12,32.83,0,2.09,Climate Addison - Alabama,NA,NA,NA
2 aug,91.1,70.3,0.24,32.95,0,2.09,Climate Addison - Alabama,NA,NA,NA
3 aug,91.1,70.2,0.35,33.07,0,2.09,Climate Addison - Alabama,NA,NA,NA
4 aug,91.1,70.2,0.51,33.23,0,2.09,Climate Addison - Alabama,NA,NA,NA
5 aug,91.1,70.2,0.63,33.35,0,2.09,Climate Addison - Alabama,NA,NA,NA
6 aug,91.2,70.2,0.75,33.46,0,2.09,Climate Addison - Alabama,NA,NA,NA
7 aug,91.2,70.1,0.87,33.58,0,2.09,Climate Addison - Alabama,NA,NA,NA
8 aug,91.2,70.1,0.98,33.7,0,2.09,Climate Addison - Alabama,NA,NA,NA
9 aug,91.2,70,1.1,33.82,0,2.09,Climate Addison - Alabama,NA,NA,NA
10 aug,91.2,70,1.22,33.94,0,2.09,Climate Addison - Alabama,NA,NA,NA
11 aug,91.3,70,1.34,34.06,0,2.09,Climate Addison - Alabama,NA,NA,NA
12 aug,91.3,69.9,1.46,34.17,0,2.09,Climate Addison - Alabama,NA,NA,NA
13 aug,91.3,69.9,1.57,34.29,0,2.09,Climate Addison - Alabama,NA,NA,NA
14 aug,91.3,69.8,1.69,34.41,0,2.09,Climate Addison - Alabama,NA,NA,NA
15 aug,91.2,69.7,1.81,34.53,0,2.09,Climate Addison - Alabama,NA,NA,NA
16 aug,91.2,69.7,1.93,34.65,0,2.09,Climate Addison - Alabama,NA,NA,NA
17 aug,91.2,69.6,2.05,34.76,0,2.09,Climate Addison - Alabama,NA,NA,NA
18 aug,91.2,69.5,2.17,34.88,0,2.09,Climate Addison - Alabama,NA,NA,NA
19 aug,91.1,69.4,2.28,35,0,2.09,Climate Addison - Alabama,NA,NA,NA
20 aug,91,69.3,2.4,35.12,0,2.09,Climate Addison - Alabama,NA,NA,NA
21 aug,91,69.2,2.52,35.24,0,2.09,Climate Addison - Alabama,NA,NA,NA
22 aug,90.9,69.1,2.64,35.35,0,2.09,Climate Addison - Alabama,NA,NA,NA
23 aug,90.8,69,2.76,35.47,0,2.09,Climate Addison - Alabama,NA,NA,NA
24 aug,90.7,68.8,2.87,35.59,0,2.09,Climate Addison - Alabama,NA,NA,NA
25 aug,90.6,68.7,2.95,35.67,0,2.09,Climate Addison - Alabama,NA,NA,NA
26 aug,90.5,68.5,3.07,35.79,0,2.09,Climate Addison - Alabama,NA,NA,NA
27 aug,90.3,68.4,3.19,35.87,0,2.09,Climate Addison - Alabama,NA,NA,NA
28 aug,90.2,68.2,3.27,35.98,0,2.09,Climate Addison - Alabama,NA,NA,NA
29 aug,90,68,3.39,36.1,0,2.09,Climate Addison - Alabama,NA,NA,NA
30 aug,89.8,67.8,3.5,36.22,0,2.09,Climate Addison - Alabama,NA,NA,NA
31 aug,89.6,67.6,3.62,36.34,0,2.09,Climate Addison - Alabama,NA,NA,NA
1 sep,89.4,67.3,0.12,36.42,0,2.09,Climate Addison - Alabama,NA,NA,NA
2 sep,89.2,67.1,0.2,36.54,0,2.09,Climate Addison - Alabama,NA,NA,NA
3 sep,89,66.8,0.31,36.65,0,2.09,Climate Addison - Alabama,NA,NA,NA
4 sep,88.7,66.6,0.43,36.77,0,2.09,Climate Addison - Alabama,NA,NA,NA
5 sep,88.5,66.3,0.55,36.85,0,2.09,Climate Addison - Alabama,NA,NA,NA
6 sep,88.2,66,0.67,37.01,0,2.09,Climate Addison - Alabama,NA,NA,NA
7 sep,87.9,65.7,0.79,37.13,0,2.09,Climate Addison - Alabama,NA,NA,NA
8 sep,87.6,65.4,0.91,37.24,0,2.09,Climate Addison - Alabama,NA,NA,NA
9 sep,87.3,65.1,1.02,37.36,0,2.09,Climate Addison - Alabama,NA,NA,NA
10 sep,87,64.7,1.14,37.48,0,2.09,Climate Addison - Alabama,NA,NA,NA
11 sep,86.7,64.4,1.3,37.6,0,2.09,Climate Addison - Alabama,NA,NA,NA
12 sep,86.4,64,1.42,37.76,0,2.09,Climate Addison - Alabama,NA,NA,NA
13 sep,86.1,63.7,1.57,37.87,0,2.09,Climate Addison - Alabama,NA,NA,NA
14 sep,85.7,63.3,1.69,37.99,0,2.09,Climate Addison - Alabama,NA,NA,NA
15 sep,85.4,62.9,1.81,38.15,0,2.09,Climate Addison - Alabama,NA,NA,NA
16 sep,85,62.6,1.93,38.27,0,2.09,Climate Addison - Alabama,NA,NA,NA
17 sep,84.7,62.2,2.05,38.39,0,2.09,Climate Addison - Alabama,NA,NA,NA
18 sep,84.3,61.8,2.17,38.5,0,2.09,Climate Addison - Alabama,NA,NA,NA
19 sep,83.9,61.4,2.28,38.62,0,2.09,Climate Addison - Alabama,NA,NA,NA
20 sep,83.6,61,2.44,38.74,0,2.09,Climate Addison - Alabama,NA,NA,NA
21 sep,83.2,60.5,2.56,38.86,0,2.09,Climate Addison - Alabama,NA,NA,NA
22 sep,82.8,60.1,2.68,39.02,0,2.09,Climate Addison - Alabama,NA,NA,NA
23 sep,82.4,59.7,2.83,39.13,0,2.09,Climate Addison - Alabama,NA,NA,NA
24 sep,82.1,59.3,2.95,39.25,0,2.09,Climate Addison - Alabama,NA,NA,NA
25 sep,81.7,58.9,3.07,39.41,0,2.09,Climate Addison - Alabama,NA,NA,NA
26 sep,81.3,58.5,3.23,39.53,0,2.09,Climate Addison - Alabama,NA,NA,NA
27 sep,81,58,3.35,39.65,0,2.09,Climate Addison - Alabama,NA,NA,NA
28 sep,80.6,57.6,3.46,39.76,0,2.09,Climate Addison - Alabama,NA,NA,NA
29 sep,80.2,57.2,3.58,39.92,0,2.09,Climate Addison - Alabama,NA,NA,NA
30 sep,79.9,56.8,3.7,40.04,0,2.09,Climate Addison - Alabama,NA,NA,NA
1 oct,79.5,56.4,0.12,40.16,0,2.09,Climate Addison - Alabama,NA,NA,NA
2 oct,79.2,56,0.24,40.28,0,2.09,Climate Addison - Alabama,NA,NA,NA
3 oct,78.8,55.6,0.35,40.39,0,2.09,Climate Addison - Alabama,NA,NA,NA
4 oct,78.5,55.2,0.43,40.47,0,2.09,Climate Addison - Alabama,NA,NA,NA
5 oct,78.1,54.8,0.55,40.59,0,2.09,Climate Addison - Alabama,NA,NA,NA
6 oct,77.8,54.4,0.67,40.71,0,2.09,Climate Addison - Alabama,NA,NA,NA
7 oct,77.4,54,0.79,40.83,0,2.09,Climate Addison - Alabama,NA,NA,NA
8 oct,77.1,53.6,0.91,40.94,0,2.09,Climate Addison - Alabama,NA,NA,NA
9 oct,76.8,53.3,0.98,41.02,0,2.09,Climate Addison - Alabama,NA,NA,NA
10 oct,76.5,52.9,1.1,41.14,0,2.09,Climate Addison - Alabama,NA,NA,NA
11 oct,76.1,52.5,1.22,41.26,0,2.09,Climate Addison - Alabama,NA,NA,NA
12 oct,75.8,52.2,1.34,41.38,0,2.09,Climate Addison - Alabama,NA,NA,NA
13 oct,75.5,51.8,1.46,41.5,0,2.09,Climate Addison - Alabama,NA,NA,NA
14 oct,75.2,51.5,1.57,41.61,0,2.09,Climate Addison - Alabama,NA,NA,NA
15 oct,74.9,51.1,1.65,41.69,0,2.09,Climate Addison - Alabama,NA,NA,NA
16 oct,74.6,50.8,1.77,41.81,0,2.09,Climate Addison - Alabama,NA,NA,NA
17 oct,74.3,50.5,1.89,41.93,0,2.09,Climate Addison - Alabama,NA,NA,NA
18 oct,74,50.2,2.01,42.05,0,2.09,Climate Addison - Alabama,NA,NA,NA
19 oct,73.6,49.8,2.13,42.17,0,2.09,Climate Addison - Alabama,NA,NA,NA
20 oct,73.3,49.5,2.24,42.28,0,2.09,Climate Addison - Alabama,NA,NA,NA
21 oct,73,49.2,2.36,42.4,0,2.09,Climate Addison - Alabama,NA,NA,NA
22 oct,72.7,48.9,2.48,42.52,0,2.09,Climate Addison - Alabama,NA,NA,NA
23 oct,72.4,48.6,2.6,42.64,0,2.09,Climate Addison - Alabama,NA,NA,NA
24 oct,72.1,48.3,2.72,42.76,0,2.09,Climate Addison - Alabama,NA,NA,NA
25 oct,71.8,48,2.83,42.87,0,2.09,Climate Addison - Alabama,NA,NA,NA
26 oct,71.4,47.7,2.95,42.99,0,2.09,Climate Addison - Alabama,NA,NA,NA
27 oct,71.1,47.4,3.07,43.11,0,2.09,Climate Addison - Alabama,NA,NA,NA
28 oct,70.8,47.1,3.23,43.27,0,2.09,Climate Addison - Alabama,NA,NA,NA
29 oct,70.4,46.8,3.35,43.39,0,2.09,Climate Addison - Alabama,NA,NA,NA
30 oct,70.1,46.5,3.46,43.5,0,2.09,Climate Addison - Alabama,NA,NA,NA
31 oct,69.8,46.3,3.58,43.62,0,2.09,Climate Addison - Alabama,NA,NA,NA
1 nov,69.4,46,0.16,43.78,0,2.09,Climate Addison - Alabama,NA,NA,NA
2 nov,69,45.7,0.31,43.94,0,2.09,Climate Addison - Alabama,NA,NA,NA
3 nov,68.7,45.4,0.43,44.06,0,2.09,Climate Addison - Alabama,NA,NA,NA
4 nov,68.3,45.1,0.59,44.21,0,2.09,Climate Addison - Alabama,NA,NA,NA
5 nov,67.9,44.8,0.75,44.37,0,2.09,Climate Addison - Alabama,NA,NA,NA
6 nov,67.6,44.5,0.87,44.49,0,2.09,Climate Addison - Alabama,NA,NA,NA
7 nov,67.2,44.3,1.02,44.65,0,2.09,Climate Addison - Alabama,NA,NA,NA
8 nov,66.8,44,1.14,44.8,0,2.09,Climate Addison - Alabama,NA,NA,NA
9 nov,66.4,43.7,1.3,44.92,0,2.09,Climate Addison - Alabama,NA,NA,NA
10 nov,66,43.4,1.46,45.08,0,2.09,Climate Addison - Alabama,NA,NA,NA
11 nov,65.6,43.1,1.57,45.2,0,2.09,Climate Addison - Alabama,NA,NA,NA
12 nov,65.2,42.8,1.73,45.35,0,2.09,Climate Addison - Alabama,NA,NA,NA
13 nov,64.8,42.5,1.89,45.51,0,2.09,Climate Addison - Alabama,NA,NA,NA
14 nov,64.4,42.2,2.05,45.67,0,2.09,Climate Addison - Alabama,NA,NA,NA
15 nov,64,41.9,2.2,45.83,0,2.09,Climate Addison - Alabama,NA,NA,NA
16 nov,63.5,41.6,2.36,45.98,0,2.09,Climate Addison - Alabama,NA,NA,NA
17 nov,63.1,41.3,2.56,46.18,0,2.09,Climate Addison - Alabama,NA,NA,NA
18 nov,62.7,41.1,2.72,46.34,0,2.09,Climate Addison - Alabama,NA,NA,NA
19 nov,62.3,40.8,2.87,46.54,0,2.09,Climate Addison - Alabama,NA,NA,NA
20 nov,61.9,40.5,3.07,46.69,0,2.09,Climate Addison - Alabama,NA,NA,NA
21 nov,61.4,40.2,3.27,46.89,0,2.09,Climate Addison - Alabama,NA,NA,NA
22 nov,61,39.9,3.43,47.05,0,2.09,Climate Addison - Alabama,NA,NA,NA
23 nov,60.6,39.6,3.62,47.24,0,2.09,Climate Addison - Alabama,NA,NA,NA
24 nov,60.2,39.3,3.78,47.4,0,2.09,Climate Addison - Alabama,NA,NA,NA
25 nov,59.8,39.1,3.98,47.6,0,2.09,Climate Addison - Alabama,NA,NA,NA
26 nov,59.4,38.8,4.17,47.8,0,2.09,Climate Addison - Alabama,NA,NA,NA
27 nov,59,38.5,4.33,47.99,0,2.09,Climate Addison - Alabama,NA,NA,NA
28 nov,58.6,38.2,4.57,48.19,0,2.09,Climate Addison - Alabama,NA,NA,NA
29 nov,58.2,38,4.76,48.39,0,2.09,Climate Addison - Alabama,NA,NA,NA
30 nov,57.8,37.7,4.92,48.58,0,2.09,Climate Addison - Alabama,NA,NA,NA
1 dec,57.5,37.4,0.2,48.78,0,2.09,Climate Addison - Alabama,NA,NA,NA
2 dec,57.1,37.2,0.39,48.98,0,2.09,Climate Addison - Alabama,NA,NA,NA
3 dec,56.8,36.9,0.59,49.13,0,2.09,Climate Addison - Alabama,NA,NA,NA
4 dec,56.4,36.7,0.79,49.33,0,2.09,Climate Addison - Alabama,NA,NA,NA
5 dec,56.1,36.5,0.98,49.53,0,2.09,Climate Addison - Alabama,NA,NA,NA
6 dec,55.7,36.2,1.18,49.72,0,2.09,Climate Addison - Alabama,NA,NA,NA
7 dec,55.4,36,1.38,49.92,0,2.09,Climate Addison - Alabama,NA,NA,NA
8 dec,55.1,35.8,1.57,50.12,0,2.09,Climate Addison - Alabama,NA,NA,NA
9 dec,54.8,35.5,1.77,50.35,0,2.09,Climate Addison - Alabama,NA,NA,NA
10 dec,54.5,35.3,1.97,50.55,0,2.09,Climate Addison - Alabama,NA,NA,NA
11 dec,54.3,35.1,2.2,50.75,0,2.09,Climate Addison - Alabama,NA,NA,NA
12 dec,54,34.9,2.36,50.94,0,2.09,Climate Addison - Alabama,NA,NA,NA
13 dec,53.8,34.7,2.6,51.14,0,2.09,Climate Addison - Alabama,NA,NA,NA
14 dec,53.5,34.5,2.8,51.34,0,2.2,Climate Addison - Alabama,NA,NA,NA
15 dec,53.3,34.3,2.95,51.54,0.12,2.2,Climate Addison - Alabama,NA,NA,NA
16 dec,53.1,34.2,3.15,51.73,0.12,2.2,Climate Addison - Alabama,NA,NA,NA
17 dec,52.9,34,3.35,51.93,0.12,2.2,Climate Addison - Alabama,NA,NA,NA
18 dec,52.7,33.8,3.5,52.09,0.12,2.2,Climate Addison - Alabama,NA,NA,NA
19 dec,52.5,33.7,3.7,52.24,0.12,2.2,Climate Addison - Alabama,NA,NA,NA
20 dec,52.3,33.5,3.86,52.44,0.12,2.2,Climate Addison - Alabama,NA,NA,NA
21 dec,52.1,33.4,4.06,52.64,0.12,2.2,Climate Addison - Alabama,NA,NA,NA
22 dec,52,33.2,4.21,52.8,0.12,2.2,Climate Addison - Alabama,NA,NA,NA
23 dec,51.8,33.1,4.41,52.99,0.12,2.2,Climate Addison - Alabama,NA,NA,NA
24 dec,51.7,32.9,4.61,53.19,0.12,2.2,Climate Addison - Alabama,NA,NA,NA
25 dec,51.6,32.8,4.76,53.35,0.2,2.28,Climate Addison - Alabama,NA,NA,NA
26 dec,51.5,32.7,4.92,53.5,0.2,2.28,Climate Addison - Alabama,NA,NA,NA
27 dec,51.4,32.6,5.12,53.66,0.2,2.28,Climate Addison - Alabama,NA,NA,NA
28 dec,51.3,32.5,5.28,53.86,0.2,2.28,Climate Addison - Alabama,NA,NA,NA
29 dec,51.2,32.4,5.43,54.02,0.2,2.4,Climate Addison - Alabama,NA,NA,NA
